"","prod","title","author","date","review_format","stars","comments","n_helpful"
"11","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","So far, overall a really good product for the price","K. Allison","December 21, 2017","Size: V5s ProVerified Purchase",4,"Pros: Easy set-up right out of the box, does a good job cleaning up crumbs and pet hair, remote is easy to use and comes with batteries, charges quickly, with the water tank it keeps the pad wet and distributes cleaner evenly, has a MAX vacuum setting, has a spot cleaner option that works really well in mop mode, has a timer option to run automatically once a day, it's relatively quiet, it will slow down before it reaches the wall so no hard bumping into the wall. Customer service is very reliable and comes with a one-year manufacturer's warranty.Cons: Out of the box the side brushes attached to the robot came out bent and unusable (will call manufacturer about it today and will update regarding their service afterwards-UPDATE: customer service was excellent! Real person picked up after the first couple rings and as soon as I described the issue he simply requested my address and I should have my replacement parts by the end of the week.), the instruction manual is poorly translated into English but you can get the gist of it, when it goes to it's home base the brushes keep rotating and will knock the charger sideways which results in this thing making several attempts to dock (I may place some double-sided tape underneath the base to keep it in place), if it's too far from it's home it will ""forget"" where it's charging dock is, you have to set up barriers if you don't want it going into a particular area, it got stuck under my fridge twice so will have to set up a barrier there as well.",14
"12","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great little cleaner, great price!","T. Ellison","April 7, 2018","Size: V5s ProVerified Purchase",4,"Unboxing / First Impressions: Product received in great packaging.  Once unboxed, read through the manual and quick setup guides. Though English was not that great it was easy enough to get through. I set the little vac, which my 4 yr old named Winston, into its charger and charged it up.First Run/Impressions: I have a 2 story home with downstairs being hardwood floors and ceramic tile comprising approx. 1200 sf of space on the 1st floor..  A living room, Dining room with lots of furniture, breakfast room with table/chairs and hutch, a kitchen with an island and a living room with 4 chairs, sofa, coffee table, and a lg armoire.  When I pushed clean to start the dry vac process the unit began to move about cleaning in a fairly random pattern, softly bumping into furniture and working to move around items.  After a while I noticed it would move around to a chair or table and begin a move to go around a leg once it seemed to determine it was in fact a leg of a chair or table. If it found the item to be a larger piece with long sides like cabinets or an armoire it would go along cleaning the edges.  While it moved through the rooms it was more random than expected and seemed to go over some spots more than others.  It did a really good job of cleaning around the oak chairs at the breakfast table.  I have two thick matts in the kitchen for standing, it had no problems getting up on those.  I have a 3 X 5 rug at the front door, this was a little bit of an issue as the little brushes tended to go under the edge picking up the edge of the carpet and causing the vac to backup or flip the rug up and cause it to jump over or again, back up. This was not all the time.Cleaning Power: I will say it did a great job cleaning up dirt, sand, dust, small items from the floor.  I let it run for about an hour and it swept most of the 1200 sf or so of hard floors.  I emptied the container once abt 45 mins in and let it go on it's way.Issues I ran into: The little vac, which was named Winston at first, but has since been renamed ""Romi"" by my 4 yo, did have an issue when it decided to clean under my large sofa (it didn't have issues with the skirt by the way.)  I happened to have my wireless rear audio speakers behind the sofa and the little vac found the wires and got them tangled in the brush. This stopped the unit cold.  I had to look around after not hearing it anymore to finally find it under the sofa shut off.  I untangled the wire, checked unit for issues (none) and hit Clean again, and off it went like nothing ever happened.Completing the Cleaning: I didn't run the vac until it stopped on it's own.  We had to get to bed so I used the provided remote and pointing it at ""Romi's"" front (the remote appears to use IR, not RF) it shut down the vacuum, put little brushes in a low/slow power mode and began to go in a ""follow the left side"" of the room method to find its way back to the charging base.  This seemed a little like a blind person in a strange room following along a wall.  After 5 mins or so, Romi got within 5 ft of the charging base and seemed to see it.  At this point it lined itself up and slowly proceeded to guide itself back on to the base and started charging for the night.PROS:- Good price!  Can't beat the price for a vac and this one will do wet service but have not tried that yet.- Great cleaning!  It did a really good job cleaning the hard floors. I have not tried it on low pile carpet but will do that and provide feedback.- Quiet.  This is MUCH quieter than our Shark and other vacuums.CONS:- Not as sophisticated as much more expensive units.- Does not appear to have a memory of the floor or room layout- Does not connect to Wifi- Does not have reports on how/where it cleaned, etc.OVERALL:If you want a good sweeper unit without all the fancy junk that makes units cost 3 or 4 times as much, this is your guy!  It does a great job sweeping hard floors can get under items that have about 4-5"" of clearance, doens't have issues with skirts on sofas, and gets around chair and table legs to clean under furniture!",12
"13","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Good price but don't be fooled by mopping option","M. B. Billiodeaux","March 2, 2017","Size: V5sVerified Purchase",4,"This robot is not the most intelligent however it does a decent job, especially for the price.I purchased it because I want something to routinely sweep/ vacuum, and do a quick mop everyday. But in order to mop you have to manually install a cloth to the bottom of the robot and remove a Dustbin from inside the robot  and replace it with a small water reservoir, and immediately begin using the robot because gravity slowly pulls the water out. All the robot does really, is wipe  up the water that was deposited. I would have been more impressed if the little sweepers were replaced with rotating cloth scrubbers, so that instead of wiping up water, whenever the mop mode was on it would also do a light scrub.So, because of the rudimentary mop option, and the preparation required to switch into it, as things stand, this robot is merely my dumb little sweeper...But don't think this is a bad review! This robot gets the job done, is at good price, and is durable!As a note of comparison, I have never used a Rumba before and can imagine a myriad of ways the AI design of this little bot could be improved, however I doubt Roomba actually implements a better AI... and even if they did I can't imagine it being worth $700 more.",43
"14","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","The brushes may look a little pathetic, but they manage to chase debris straight into ...","Jlynn","May 4, 2017","Size: V5sVerified Purchase",5,"Works rather shockingly well. The brushes may look a little pathetic, but they manage to chase debris straight into the vacuum just fine, including spilled cat food along the edges of the wall. It makes it all the way through the house, including down the hallway leading to the bedrooms. With how random its movements appear, I'd have figured that it would have gotten turned around long before it made it back there, but instead I often find it vacuuming under the beds--a place that I simply never really get to when I'm vacuuming myself--as well as the bathrooms.As for the mopping feature though, I can't say as I'm overly impressed. It does fine in a smaller area--like if I block off the kitchen from the rest of the house and force it to only mop that room--but the lack of ""virtual wall"" to keep it off the carpeted areas makes it too much of a hassle to use. The mopping pad can become dirty quickly, and there is simply no way for the machine to ""rinse"" it, so it ends up just smearing a dirty cloth around after a while. It works okay if you're there and can stop the machine occasionally to rinse the pad yourself, but I personally prefer to just mop the floors myself. It's cleaner that way.Just as a vacuum though, this unit is great. And even the mop feature is acceptable for a small area. I have recommended this brand to friends and family who want a vacuum robot, but are aghast at the price of the Roomba. I have a friend who has one of those, and I can see absolutely no difference in the job that her $600+ Roomba does over my under $200 ILIFE.",10
"15","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Sent.","joe","June 14, 2018","Size: V5s ProVerified Purchase",2,"LoL. Steve, Chad, and Jason were all helpful operatives in the cleansing of our floor. Yet, they all met their demise sooner or later. Jason and Steve both ended when they took a tumble down the stairs. Jason had it much worse as Steve was only maimed and continued working for another month. Chad ended up going psycho inevitably and needed to be put down.This was the conclusion of our investment in ILIFE as they have continued to commit suicide on us for whatever reason. I can say that they clean with efficiency on hard wood and make dog hair clean up much more leisurely. It looks like I’ll be sweeping for a while unless we can find a better alternative.Hope this helps.Cheers",10
"16","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Had two break within 3 months","Amazon Customer","June 27, 2018","Size: V5s ProVerified Purchase",1,"AWFUL. I bought the first one and it broke before 30 days. I ordered another one returned the first thinking ok, maybe I got a dud. The second one was delivered on 4/27/18 and today is 6/27/18 and it is broke again. First I want to say that I live alone most of the time and hardly even use the part of my house that I have the vacuum use. I have it set to vacuum my living room, kitchen and hallway every morning at 03:00. It worked great until it quit. It got stuck under the table sometimes but I didn't really care that I had to put it back on charge in the morning. It worked great had dust bunnies in it every morning. Now it does not charge at all. I will not buy this again. I am going to go ahead and spend the money and get the name brand.",9
"17","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","So definitely a good addition if your pet tends to shed","Cherry. L","October 25, 2017","Size: V5s ProVerified Purchase",5,"This product is a self-sufficient device that will vacuum the floor! There’s 4 cleaning modes: auto clean (automatic cleaning of the floor), spot clean (deep cleaning on specific areas), edge clean (cleaning alongside wall sides), and scheduling clean (cleaning during specific time frames). The vacuum also has a new mode called “max mode” which is used to pick up pet furs, debris, and dirt. So definitely a good addition if your pet tends to shed. The battery life is also relatively long, around 2 hour. This robot has saved me a lot of time and energy used on previous manual methods of cleaning. Definitely worth the price and a good investment!",9
"18","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Highly Recommend Overall","jmays2800","December 18, 2017","Size: V5s ProVerified Purchase",5,"Hubby gifted this to me for Christmas (before Christmas--hahaha).  I love it!  We have all laminate hardwood floors, and I am OCD about keeping the floors clean with three cats and a puppy.  I would sweep/mop several times per week, and I still felt the floor wasn't clean.  I really love this robot (Rosie) overall and recommend it to friends and family especially with limited time or back/health issues, but see below for more detailed comments.Vacuuming:I feel this vacuums the floors perfectly; Rosie has all terrain wheels and can get out of most cases when it is caught.  I have several floor transition strips, one about 1/2 inch high, and Rosie goes over it no problem.  As you use it, you will learn where it gets stuck and how to solve it; Rosie finally motivated me to clean up the wire mess behind/underneath the TV console since she kept getting caught.  I pick up my floor rugs because she does get stuck on them (they are not hard on the bottom, but they are washable rugs--really can't describe them much better).  The only furniture it cannot go under is the couch which is low profile, but it gets under the beds, futons, entertainment centers, and cabinets.I thought I kept my floor pretty clean, but I've used it several times a week for the last three weeks and had to empty the bin in the middle of cleaning!  Week 3 and I don't need to empty it as much.  She picks up big pieces; the pattern she vacuums is random, but she does get the entire floor done.  I have not used the spot or edging functions since she does those every time she runs.  She runs for about 150 minutes (2.5 hours) when fully charged.One con is that there is no barrier function to this robot like with the Rumba--not a big deal, but it would be nice to keep her out of the kitchen when I am making dinner.  Another *slight* con is that the scheduling function is very minimal--you can set it for one time and that's it.  You can't schedule days or anything else.  I have tried to cancel the scheduling function since I don't have a consistent time that works for me, but she wouldn't quit the schedule although I followed the website directions.  I just turn her off when I don't want her to run.  I don't do the bedrooms all the time so I close the doors to keep her in the main area (laundry room, kitchen, and living room on a one story).AS A PET OWNER DO NOT RUN THIS UNLESS YOU ARE AT HOME!  If there is vomit or urine or feces, she will pick it up/spread it around the house!Mopping:I am still iffy on the mopping part.  You can't use detergent to mop, only water, so I am not completely happy about that.  I do still ""hand mop"" high traffic or very dirty areas like in the kitchen, in front of outside doors, and places puppy likes to mess (yay housetraining!).  Otherwise, Rosie mops the rest of the house, and she does a decent job.  She still does the random pattern when mopping but not a big deal.  Even if I am not completely satisfied with the mopping portion, the vacuuming portion is spectacular so I am okay with it.",6
"19","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Jack of all trades - master of none - but still good value","Amazon Customer","October 8, 2017","Size: V5s ProVerified Purchase",4,"I use this strictly as a mopping robot (have the deebot n79 for vacuuming) and the v5 Pro does a good job for my purpose. I have a one floor apt with approximately 800 sq foot of laminate hardwood tiles.I'll wet the 'microfiber' pad and run a thru a tank of water (250 ml) and then wash the microfiber pad and fill up the water tank again for a second round of mopping. The batteries last long enough for my type of mopping procedures  (up to 80 minutes).Prepping for mopping-close all doors to bedrooms (has carpet)-fold living room rug up so it won't climb and try to mop the rug (can't distingush between hardwood and carpet)-wet and moisten microfiber mopping pad and fill water tank-start robot mopping with supervision on and off (after running my Deebot N79 vacuum robot before and also simultaneously)-after about 30 minutes, wash microfiber mopping pad and refill water tank-start robot mopping again for another 30 mins.-wash microfiber mopping pad and drain any remaining water from water tank and put away-recharge v5 Pro-Pros-good for a maintenance mopping in between thorough mopping (I steam mop about once a month)-see good results as floor and feet feels cleaner after each v5 pros mopping-long battery life-quiet (as least quieter than my v5 Pro)-doesn't need much rescuing if you move obstacles ahead of time-good value-Cons-Needs supervision since will have to remove 'gravity fed' water tank after each mopping and clean mopping pad-I don't see it being a good vacuum since it doesn't have the middle roller like the Deebot N79. Only two side brushes but the manufacter does mention it works better on tile/hardwood than carpet",6
"20","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Mediocre Robo Vacuum","Vintage Vet","October 18, 2017","Size: V5s ProVerified Purchase",3,"It works pretty well, but gets hung up on some pieces of furniture and some threshold strips between flooring types, i.e. moving from living room to dining room, the protective strip is a bit of a barrier.  Overall, this is meant for light vacuuming and when it encounters dog hair under the larger living room furniture, it tends to come out with a belly full of dog hair and needs to be emptied.  In open floor space and hall ways, it works great -- we have no regrets.UPDATE:  This robo cleaning unit is not made for a large house, but I recommend it for a small to medium sized residence with a minimum of carpeted floors, since it does not function well on carpets.  The tiny trash bin inside is simply not suitable for cleaning large floor areas, especially for floors cluttered with clumps of dog hair, for instance, since we have two dogs that shed year round and have found this to be a problem.  It is best suited to light dust and dirt, perhaps an occasional cookie crumb, grain of rice, things of that sort.Worse yet, since I have endured a barrage of health issues since early December and unable to do much, this unit has not been run for a couple of months and now it won't take off and clean, but leaves the charging station, starts across the room, then immediately returns to the charging station -- it appears that the extended idle time has not been good for the machine, or more specifically, the battery.Unless you live in a relatively small home and use this machine nearly every day and have no heavily shedding pets, I cannot recommend this ILIFE Robot Vacuum machine.",6
"21","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Shipped faster than expected..impressed so far","TDraper","January 10, 2017","Size: V5sVerified Purchase",5,"This is my first experience with these robot vaccum things. And i cam honestly say that after 1 day i will never be without one again. I have actually paid someome to clean my house...and the floors werent this clean. (Vacuum wise)I received it 3 weeks earlier amd was thrilled. Followed setup instructions as far as battery,  charger placement etc. He has ran three times today..and i attached a picture of two runs. I had no idea my house was this dirty. Two teenagers, and man in construction, a dog, and a cat plus me.He is a little loud..but i think its been said before. Its like a kid..of hes quiet.(reminds me of a cat playing).you should probably go check on him.  Hes very good at getting himself out of tight spots but will definitely get caught on curtains and cords.  He has bumper sensors and you can see where he gets close and automatically slows (think gas pump slow when you get close to paid amount) to feel it out. I did notice that items have to be taller than a inch..maybe two or the sensors dont pick up.  He is fearless and keeps trying to get up on spots he shouldnt (that are a little too high) and makes a big fuss about trying to the point i think hes going to hurt himself. Since he wanted to go so bad..put a small mat over the hump and he does fine..and even vacuums mat.Haven't used mopping yet..but will try that on my off day.  We have black floors amd he does just fine",8
"22","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Must have for mommas!!","JlS","March 15, 2017","Size: V5sVerified Purchase",5,"Cinderella (as we named her) is magical! Total game changer in our house. I have a 3yr old and one about to crawl. There was no time to be a slave to our hardwood floors but I couldn't stand the dirt. I run her every night (scheduled at 6pm). While kids take baths she does her thing! My floors haven't been this clean in 3 years.Prosscheduling- so easy to set and it's one less thing I have to remeber every dayedging- her little sweepers really get along baseboards and corners better than I expectedMopping!!Spot cleaning- you can press a button on the remote to pause her in one spot for a more thorough clean (great for mopping)Super easy to clean out the tanks and filters.Cons- My ONLY complaint so far is having to recharge in between vacuuming and mopping but for the price I'm not complaining.Of course the $500 models map the house too but honestly I was suprised how well she does without mapping. When you watch it looks like she's all over the place but when you stop micromanaging and let her run the full 2 hours the outcome is great.",7
"23","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","LOVE, LOVE, LOVE this vacuum! I have NO complaints!! Would recommend to anyone!","Heather A","March 12, 2017","Size: V5sVerified Purchase",5,"Love, Love, Love this vacuum!!! I have 2 dogs, 3 kids and a handicapped husband that all bring an astounding amount of dirt into the house. I could never keep up so I purchased this vacuum in hopes of staying more on top of the dirt. I cleaned my floors before I started the vacuum for the first time. As suggested by previous reviews I just wanted to see if there were places it would get stuck, I didn't really think it would get much dirt. Half way through the first cleaning it found a straw wrapper under a chair that it was dragging around with it. When I opened up the cleaning bin to clear the wrapper I was shocked to find it completely full! I thought the floors were clean! This little vacuum found 2 more bins full of dirt that I had missed. I have had this for a week and have it programmed to vacuum when I am at work. I love coming home to clean floors! My kids like to turn it on and watch it clean. Between the schedule and my kids this vacuum probably runs 2-3 times per day and every time it finishes it has a full dirt bin. I don't know where it is finding it, but wow! At first the dirt was big chunks and grass clippings etc. now the bin is full of dust bunnies and very fine dirt.This vacuum has no issues goes over the transition treads between rooms. It gets onto my area rugs without hesitation and goes from carpet to linoleum with ease. This vacuum is also quieter than a conventional vacuum so I have run it at night and in the morning while my family is asleep and it does not disturb them. I would defiantly recommend this vacuum to anyone that was looking for one. I have NO complaints!",15
